code_snippet,labels
"# Python code\nimport networkx as nx\nimport random\n\ndef randomized_maxcut(G, iterations=1000):\n    max_cut_value = 0\n    best_partition = None\n    nodes = list(G.nodes())\n    for _ in range(iterations):\n        partition_A = set(random.sample(nodes, len(nodes) // 2))\n        partition_B = set(nodes) - partition_A\n        cut_value = sum(1 for u, v in G.edges() if (u in partition_A and v in partition_B) or (u in partition_B and v in partition_A))\n        if cut_value > max_cut_value:\n            max_cut_value = cut_value\n            best_partition = (partition_A, partition_B)\n    return max_cut_value, best_partition\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)])\nmax_cut_value, best_partition = randomized_maxcut(G)\nprint(f""Maximum cut value: {max_cut_value}"")\nprint(f""Best partition: {best_partition}"")",0
"import networkx as nx\nimport random\n\ndef randomized_maximal_independent_set(G):\n    independent_set = set()\n    nodes = list(G.nodes())\n    random.shuffle(nodes)\n    while nodes:\n        node = nodes.pop(0)\n        independent_set.add(node)\n        for neighbor in G.neighbors(node):\n            if neighbor in nodes:\n                nodes.remove(neighbor)\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0), (0, 2)])\nindependent_set = randomized_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"# Python code\nimport networkx as nx\n\ndef iterative_maximal_independent_set(G):\n    independent_set = set()\n    remaining_nodes = set(G.nodes())\n    while remaining_nodes:\n        node = remaining_nodes.pop()\n        independent_set.add(node)\n        neighbors = set(G.neighbors(node))\n        remaining_nodes -= neighbors\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4)])\nindependent_set = iterative_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"import networkx as nx\n\ndef heuristic_maximal_independent_set(G):\n    independent_set = set()\n    remaining_nodes = sorted(G.nodes(), key=lambda x: G.degree(x), reverse=True)\n    while remaining_nodes:\n        node = remaining_nodes.pop(0)\n        independent_set.add(node)\n        neighbors = set(G.neighbors(node))\n        remaining_nodes = [n for n in remaining_nodes if n not in neighbors]\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0), (0, 2)])\nindependent_set = heuristic_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"# Python code\nimport networkx as nx\n\ndef backtrack_maximal_independent_set(G, remaining_nodes=None, independent_set=None):\n    if independent_set is None:\n        independent_set = set()\n    if remaining_nodes is None:\n        remaining_nodes = set(G.nodes())\n    if not remaining_nodes:\n        return independent_set\n    node = remaining_nodes.pop()\n    new_set = independent_set.copy()\n    new_set.add(node)\n    neighbors = set(G.neighbors(node))\n    return backtrack_maximal_independent_set(G, remaining_nodes - neighbors, new_set)\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)])\nindependent_set = backtrack_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"# Python code\nimport networkx as nx\n\ndef dfs_maximal_independent_set(G):\n    def dfs(node, visited, independent_set):\n        visited.add(node)\n        independent_set.add(node)\n        for neighbor in G.neighbors(node):\n            if neighbor not in visited:\n                visited.add(neighbor)\n                for neighbor_of_neighbor in G.neighbors(neighbor):\n                    if neighbor_of_neighbor not in visited:\n                        dfs(neighbor_of_neighbor, visited, independent_set)\n    visited = set()\n    independent_set = set()\n    for node in G.nodes():\n        if node not in visited:\n            dfs(node, visited, independent_set)\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)])\nindependent_set = dfs_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"import networkx as nx\n\ndef degree_based_maximal_independent_set(G):\n    independent_set = set()\n    remaining_nodes = sorted(G.nodes(), key=lambda x: G.degree(x))\n    while remaining_nodes:\n        node = remaining_nodes.pop(0)\n        independent_set.add(node)\n        neighbors = set(G.neighbors(node))\n        remaining_nodes = [n for n in remaining_nodes if n not in neighbors]\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)])\nindependent_set = degree_based_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"import networkx as nx\n\ndef lexicographical_maximal_independent_set(G):\n    independent_set = set()\n    remaining_nodes = sorted(G.nodes())\n    while remaining_nodes:\n        node = remaining_nodes.pop(0)\n        independent_set.add(node)\n        neighbors = set(G.neighbors(node))\n        remaining_nodes = [n for n in remaining_nodes if n not in neighbors]\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)])\nindependent_set = lexicographical_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"# Python code\nimport networkx as nx\nfrom collections import deque\n\ndef bfs_maximal_independent_set(G):\n    independent_set = set()\n    visited = set()\n    queue = deque(G.nodes())\n    while queue:\n        node = queue.popleft()\n        if node not in visited:\n            independent_set.add(node)\n            visited.add(node)\n            for neighbor in G.neighbors(node):\n                visited.add(neighbor)\n                for n in G.neighbors(neighbor):\n                    if n not in visited and n not in queue:\n                        queue.append(n)\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4)])\nindependent_set = bfs_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"# Python code\nimport networkx as nx\n\ndef degree_first_mis(G):\n    independent_set = set()\n    remaining_nodes = sorted(G.nodes(), key=lambda x: G.degree(x), reverse=True)\n    while remaining_nodes:\n        node = remaining_nodes.pop(0)\n        independent_set.add(node)\n        neighbors = set(G.neighbors(node))\n        remaining_nodes = [n for n in remaining_nodes if n not in neighbors]\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4)])\nindependent_set = degree_first_mis(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"# Python code\nimport networkx as nx\nimport random\n\ndef randomized_greedy_mis(G):\n    independent_set = set()\n    remaining_nodes = sorted(G.nodes(), key=lambda x: G.degree(x))\n    random.shuffle(remaining_nodes)\n    while remaining_nodes:\n        node = remaining_nodes.pop(0)\n        independent_set.add(node)\n        neighbors = set(G.neighbors(node))\n        remaining_nodes = [n for n in remaining_nodes if n not in neighbors]\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4)])\nindependent_set = randomized_greedy_mis(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"# Python code\nimport networkx as nx\nimport random\n\ndef randomized_degree_maximal_independent_set(G):\n    independent_set = set()\n    remaining_nodes = sorted(G.nodes(), key=lambda x: G.degree(x))\n    random.shuffle(remaining_nodes)\n    while remaining_nodes:\n        node = remaining_nodes.pop(0)\n        independent_set.add(node)\n        neighbors = set(G.neighbors(node))\n        remaining_nodes = [n for n in remaining_nodes if n not in neighbors]\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)])\nindependent_set = randomized_degree_maximal_independent_set(G)\nprint(f""Maximal Independent Set: {independent_set}"")",1
"import networkx as nx\n\ndef greedy_mis_variation(graph):\n    independent_set = set()\n    remaining_nodes = sorted(graph.nodes(), key=lambda x: graph.degree(x), reverse=True)\n    while remaining_nodes:\n        n = remaining_nodes.pop(0)\n        independent_set.add(n)\n        neighbors = set(graph.neighbors(n))\n        remaining_nodes = [node for node in remaining_nodes if node not in neighbors]\n    return independent_set\n\ngraph = nx.Graph()\ngraph.add_edges_from([(0, 1), (1, 3), (3, 4), (4, 5), (5, 0)])\nmis_set = greedy_mis_variation(graph)\nprint(f""Maximal Independent Set: {mis_set}"")",1
"# Python code\nimport itertools\nimport networkx as nx\n\ndef brute_force_maxcut(G):\n    max_cut_value = 0\n    best_partition = None\n    nodes = list(G.nodes())\n    for i in range(1, len(nodes)):\n        for cut in itertools.combinations(nodes, i):\n            partition_A = set(cut)\n            partition_B = set(nodes) - partition_A\n            cut_value = sum(1 for u, v in G.edges() if (u in partition_A and v in partition_B) or (u in partition_B and v in partition_A))\n            if cut_value > max_cut_value:\n                max_cut_value = cut_value\n                best_partition = (partition_A, partition_B)\n    return max_cut_value, best_partition\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0)])\ncut_value, partition = brute_force_maxcut(G)\nprint(f""Maximum Cut Value: {cut_value}"")\nprint(f""Best Partition: {partition}"")",0
"import networkx as nx\n\ndef maximum_cut(G):\n    cut_value, partition = nx.algorithms.approximation.maxcut.maximum_cut(G)\n    return cut_value\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0), (0, 2)])\nresult = maximum_cut(G)\nprint(result)",1
"# Python code\nimport networkx as nx\nimport random\n\ndef randomized_maxcut(G, iterations=1000):\n    max_cut_value = 0\n    best_partition = None\n    nodes = list(G.nodes())\n    for _ in range(iterations):\n        partition_A = set(random.sample(nodes, len(nodes) // 2))\n        partition_B = set(nodes) - partition_A\n        cut_value = sum(1 for u, v in G.edges() if (u in partition_A and v in partition_B) or (u in partition_B and v in partition_A))\n        if cut_value > max_cut_value:\n            max_cut_value = cut_value\n            best_partition = (partition_A, partition_B)\n    return max_cut_value, best_partition\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)])\nmax_cut_value, best_partition = randomized_maxcut(G)\nprint(f\""Maximum cut value: {max_cut_value}\"")\nprint(f\""Best partition: {best_partition}\"")",1
"""import networkx as nx\n\ndef maximum_cut(G):\n    # Calculate maximum cut value using a greedy algorithm\n    partition_A = set()\n    partition_B = set(G.nodes())\n    for node in G.nodes():\n        # Assign the node to partition based on neighbors\n        if sum(1 for neighbor in G.neighbors(node) if neighbor in partition_A) > sum(1 for neighbor in G.neighbors(node) if neighbor in partition_B):\n            partition_B.add(node)\n        else:\n            partition_A.add(node)\n    # Calculate the maximum cut\n    cut_value = sum(1 for u, v in G.edges() if (u in partition_A and v in partition_B) or (u in partition_B and v in partition_A))\n    return cut_value\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0)])\ncut_value = maximum_cut(G)\nprint(f\""Maximum Cut Value: {cut_value}\"")""",0
"""import networkx as nx\n\ndef maximum_cut_randomized(G):\n    # Use a randomized approach to solve Maximum Cut\n    import random\n    partition_A = set(random.sample(G.nodes(), len(G.nodes()) // 2))\n    partition_B = set(G.nodes()) - partition_A\n    cut_value = sum(1 for u, v in G.edges() if (u in partition_A and v in partition_B) or (u in partition_B and v in partition_A))\n    return cut_value\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 3), (3, 4), (4, 0)])\ncut_value = maximum_cut_randomized(G)\nprint(f\""Maximum Cut Value: {cut_value}\"")""",0
"""# Python code\nimport networkx as nx\n\ndef independent_set(G):\n    # Find the independent set of the graph\n    independent_set = set()\n    for node in G.nodes():\n        # Add the node to independent set if none of its neighbors are in the set\n        if all(neighbor not in independent_set for neighbor in G.neighbors(node)):\n            independent_set.add(node)\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0)])\nresult = independent_set(G)\nprint(f\""Independent Set: {result}\"")""",0
"""import networkx as nx\n\ndef independent_set_greedy(G):\n    # Greedy approach to find maximal independent set\n    independent_set = set()\n    for node in sorted(G.nodes(), key=lambda n: G.degree(n)):\n        if all(neighbor not in independent_set for neighbor in G.neighbors(node)):\n            independent_set.add(node)\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 4), (4, 3)])\nresult = independent_set_greedy(G)\nprint(f\""Maximal Independent Set: {result}\"")""",1
"# Python code\nimport networkx as nx\n\ndef independent_set(G):\n    independent_set = set()\n    for node in G.nodes():\n        if all(neighbor not in independent_set for neighbor in G.neighbors(node)):\n            independent_set.add(node)\n    return independent_set\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0)])\nresult = independent_set(G)\nprint(f\""Independent Set: {result}\"")",0
"""# Python code\nimport networkx as nx\n\ndef max_cut_greedy_algorithm(graph):\n    # Solve maximum cut using a greedy algorithm\n    set_A = set()\n    set_B = set(graph.nodes())\n    for vertex in graph.nodes():\n        # Assign vertex to partition based on neighbors\n        if sum(1 for neighbor in graph.neighbors(vertex) if neighbor in set_A) > sum(1 for neighbor in graph.neighbors(vertex) if neighbor in set_B):\n            set_B.add(vertex)\n        else:\n            set_A.add(vertex)\n    # Calculate the cut value\n    cut_val = sum(1 for u, v in graph.edges() if (u in set_A and v in set_B) or (u in set_B and v in set_A))\n    return cut_val\n\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 3), (3, 4), (4, 0)])\ncut_value = max_cut_greedy_algorithm(G)\nprint(f\""Maximum Cut Value: {cut_value}\"")""",0
"""import networkx as nx\nimport random\n\ndef randomized_maximum_cut_solution(G):\n    # Randomized method to find maximum cut\n    part_A = set(random.sample(G.nodes(), len(G.nodes()) // 2))\n    part_B = set(G.nodes()) - part_A\n    cut_value = sum(1 for u, v in G.edges() if (u in part_A and v in part_B) or (u in part_B and v in part_A))\n    return cut_value\n\n# Create graph\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0)])\ncut_value = randomized_maximum_cut_solution(G)\nprint(f\""Maximum Cut Value: {cut_value}\"")""",0
"""# Python code\nimport networkx as nx\n\ndef find_independent_set(G):\n    # Heuristic approach to find maximal independent set\n    ind_set = set()\n    for v in sorted(G.nodes(), key=lambda x: G.degree(x)):\n        # Add node to independent set if none of its neighbors are in the set\n        if all(neighbor not in ind_set for neighbor in G.neighbors(v)):\n            ind_set.add(v)\n    return ind_set\n\n# Example graph\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 4), (4, 3)])\nindependent_set = find_independent_set(G)\nprint(f\""Maximal Independent Set: {independent_set}\"")""",1
"""# Python code\nimport networkx as nx\n\ndef independent_set_randomized(graph):\n    # Randomized approach to find maximal independent set\n    import random\n    i_set = set()\n    remaining_nodes = list(graph.nodes())\n    random.shuffle(remaining_nodes)\n    for node in remaining_nodes:\n        if all(neighbor not in i_set for neighbor in graph.neighbors(node)):\n            i_set.add(node)\n    return i_set\n\n# Create graph\nG = nx.Graph()\nG.add_edges_from([(0, 1), (1, 2), (2, 3), (3, 0)])\nresult = independent_set_randomized(G)\nprint(f\""Independent Set: {result}\"")""",1
"import networkx as nx\nfrom itertools import permutations\n\ndef tsp_brute_force(graph):\n    # Brute-force solution for TSP\n    nodes = list(graph.nodes())\n    min_cost = float('inf')\n    best_route = None\n    for route in permutations(nodes):\n        cost = sum(graph[route[i]][route[i+1]]['weight'] for i in range(len(route) - 1)) + graph[route[-1]][route[0]]['weight']\n        if cost < min_cost:\n            min_cost = cost\n            best_route = route\n    return min_cost, best_route\n\n# Create a graph with weighted edges\nG = nx.Graph()\nG.add_weighted_edges_from([(0, 1, 10), (1, 2, 15), (2, 3, 20), (3, 0, 25)])\nmin_cost, route = tsp_brute_force(G)",2
"# Python code\nimport networkx as nx\nfrom itertools import permutations\n\ndef traveling_salesman_dp(graph):\n    # Solve TSP using Dynamic Programming\n    nodes = list(graph.nodes())\n    n = len(nodes)\n    dp = [[None] * (1 << n) for _ in range(n)]\n    def tsp(pos, visited):\n        if visited == (1 << n) - 1:\n            return graph[pos][0]['weight'] if 0 in graph[pos] else float('inf')\n        if dp[pos][visited] is not None:\n            return dp[pos][visited]\n        ans = float('inf')\n        for city in range(n):\n            if visited & (1 << city) == 0 and city in graph[pos]:\n                ans = min(ans, graph[pos][city]['weight'] + tsp(city, visited | (1 << city)))\n        dp[pos][visited] = ans\n        return ans\n    return tsp(0, 1)\n\n# Example graph with weighted edges\nG = nx.Graph()\nG.add_weighted_edges_from([(0, 1, 12), (1, 2, 10), (2, 3, 8), (3, 0, 15)])\nmin_cost = traveling_salesman_dp(G)",2
"""import networkx as nx\nimport random\n\ndef tsp_randomized_approximation(graph):\n    # Randomized approximation algorithm for TSP\n    nodes = list(graph.nodes())\n    random.shuffle(nodes)\n    total_cost = 0\n    route = [nodes[0]]\n    for i in range(1, len(nodes)):\n        total_cost += graph[nodes[i - 1]][nodes[i]]['weight']\n        route.append(nodes[i])\n    total_cost += graph[route[-1]][route[0]]['weight']\n    return total_cost, route\n\n# Example graph with weighted edges\nG = nx.Graph()\nG.add_weighted_edges_from([(0, 1, 10), (1, 2, 20), (2, 3, 30), (3, 0, 40)])\ncost, route = tsp_randomized_approximation(G)""",2
"""def maximum_cut_brute_force(edges, n):\n    best_cut_value = 0\n    best_partition = None\n    for i in range(1 << n):\n        set_A = {j for j in range(n) if i & (1 << j)}\n        set_B = set(range(n)) - set_A\n        cut_value = sum(1 for u, v in edges if (u in set_A and v in set_B) or (u in set_B and v in set_A))\n        if cut_value > best_cut_value:\n            best_cut_value = cut_value\n            best_partition = (set_A, set_B)\n    return best_cut_value, best_partition\n\nedges = [(0, 1), (1, 2), (2, 3), (3, 0)]\ncut_value, partition = maximum_cut_brute_force(edges, 4)""",0
"""def maximum_cut_greedy(edges, n):\n    set_A = set()\n    set_B = set(range(n))\n    for node in range(n):\n        if sum(1 for u, v in edges if u == node and v in set_A) > sum(1 for u, v in edges if u == node and v in set_B):\n            set_B.add(node)\n        else:\n            set_A.add(node)\n    cut_value = sum(1 for u, v in edges if (u in set_A and v in set_B) or (u in set_B and v in set_A))\n    return cut_value, set_A, set_B\n\nedges = [(0, 1), (1, 2), (2, 3), (3, 0)]\ncut_value, part_A, part_B = maximum_cut_greedy(edges, 4)""",0
"""def maximal_independent_set(n, edges):\n    independent_set = set()\n    for node in range(n):\n        if all(neighbor not in independent_set for u, v in edges if u == node for neighbor in [v]):\n            independent_set.add(node)\n    return independent_set\n\nedges = [(0, 1), (1, 2), (2, 3), (3, 0)]\nindependent_set = maximal_independent_set(4, edges)\nprint(f\""Maximal Independent Set: {independent_set}\"")""",1
"""def independent_set_greedy(n, edges):\n    independent_set = set()\n    sorted_nodes = sorted(range(n), key=lambda node: sum(1 for u, v in edges if u == node or v == node))\n    for node in sorted_nodes:\n        if all(neighbor not in independent_set for u, v in edges if u == node for neighbor in [v]):\n            independent_set.add(node)\n    return independent_set\n\nedges = [(0, 1), (1, 2), (2, 3), (3, 0)]\nindependent_set = independent_set_greedy(4, edges)""",1
"""def tsp_brute_force(cost_matrix):\n    from itertools import permutations\n    n = len(cost_matrix)\n    min_cost = float('inf')\n    best_route = None\n    for route in permutations(range(n)):\n        cost = sum(cost_matrix[route[i]][route[i+1]] for i in range(n-1)) + cost_matrix[route[-1]][route[0]]\n        if cost < min_cost:\n            min_cost = cost\n            best_route = route\n    return min_cost, best_route\n\ncost_matrix = [[0, 10, 15, 20], [10, 0, 35, 25], [15, 35, 0, 30], [20, 25, 30, 0]]\nmin_cost, best_route = tsp_brute_force(cost_matrix)""",2
"""def maximum_cut_heuristic(n, edges):\n    # Heuristic approach for Maximum Cut\n    set_A, set_B = set(), set(range(n))\n    while set_B:\n        node = set_B.pop()\n        if sum(1 for u, v in edges if u == node and v in set_A) > sum(1 for u, v in edges if u == node and v in set_B):\n            set_A.add(node)\n        else:\n            set_B.add(node)\n    cut_value = sum(1 for u, v in edges if (u in set_A and v in set_B) or (u in set_B and v in set_A))\n    return cut_value, set_A, set_B\n\nedges = [(0, 1), (1, 2), (2, 3), (3, 0)]\ncut_value, set_A, set_B = maximum_cut_heuristic(4, edges)""",0
"""def maximum_cut_random(n, edges):\n    import random\n    # Randomized approach for Maximum Cut\n    set_A, set_B = set(), set()\n    for i in range(n):\n        if random.random() > 0.5:\n            set_A.add(i)\n        else:\n            set_B.add(i)\n    cut_value = sum(1 for u, v in edges if (u in set_A and v in set_B) or (u in set_B and v in set_A))\n    return cut_value, set_A, set_B\n\nedges = [(0, 1), (1, 2), (2, 3), (3, 0)]\ncut_value, set_A, set_B = maximum_cut_random(4, edges)""",0
"""def maximal_independent_set_backtrack(n, edges):\n    # Backtracking approach to find the Maximal Independent Set\n    best_set = set()\n    def backtrack(node, independent_set):\n        nonlocal best_set\n        if node == n:\n            if len(independent_set) > len(best_set):\n                best_set = independent_set.copy()\n            return\n        # Option 1: Include node\n        if all(neighbor not in independent_set for u, v in edges if u == node for neighbor in [v]):\n            independent_set.add(node)\n            backtrack(node + 1, independent_set)\n            independent_set.remove(node)\n        # Option 2: Exclude node\n        backtrack(node + 1, independent_set)\n    backtrack(0, set())\n    return best_set\n\nedges = [(0, 1), (1, 2), (2, 3), (3, 0)]\nindependent_set = maximal_independent_set_backtrack(4, edges)\nprint(f\""Maximal Independent Set: {independent_set}\"")""",1
"""def maximal_independent_set_approx(n, edges):\n    # Approximation algorithm for MIS\n    independent_set = set()\n    nodes = set(range(n))\n    while nodes:\n        node = nodes.pop()\n        independent_set.add(node)\n        neighbors = {v for u, v in edges if u == node}\n        nodes -= neighbors\n    return independent_set\n\nedges = [(0, 1), (1, 2), (2, 3), (3, 0)]\nindependent_set = maximal_independent_set_approx(4, edges)\nprint(f\""Maximal Independent Set: {independent_set}\"")""",1
"def tsp_nearest_neighbor(cost_matrix):\n    # Nearest Neighbor heuristic for TSP\n    n = len(cost_matrix)\n    visited = [False] * n\n    route = [0]\n    visited[0] = True\n    total_cost = 0\n    current = 0\n    for _ in range(n - 1):\n        next_city = min((city for city in range(n) if not visited[city]), key=lambda city: cost_matrix[current][city])\n        total_cost += cost_matrix[current][next_city]\n        route.append(next_city)\n        visited[next_city] = True\n        current = next_city\n    total_cost += cost_matrix[current][0]\n    return total_cost, route\n\ncost_matrix = [[0, 10, 15, 20], [10, 0, 35, 25], [15, 35, 0, 30], [20, 25, 30, 0]]\ncost, route = tsp_nearest_neighbor(cost_matrix)",2
